10000 50785
5320 1013 320
3259 6672 118
3159 2348 924
5545 9490 59
1060 6205 878
1687 6539 461
2186 9662 36
2789 6384 165
262 7642 672
1017 8921 124
3282 9419 442
3562 3363 818
9449 4747 925
2841 1118 40
2435 1174 442
3147 8763 938
4816 9564 48
5930 2480 290
9434 9918 746
3114 8381 64
2882 7130 424
8791 1580 981
2837 2308 65
7283 5474 939
7850 1215 746
3156 5139 233
2375 2550 628
2426 2340 632
1124 2826 767
1213 6460 644
7136 7585 479
3568 3511 346
5338 1637 691
3115 907 808
8498 2437 460
7227 4060 229
6296 9646 728
5154 7428 894
7965 3255 763
5159 9520 168
4978 8509 356
9815 9943 574
1116 8749 605
8722 7591 539
5551 577 146
7403 6701 977
7670 7976 485
3281 8502 140
2177 5525 512
8120 4448 732
6106 6007 15
9750 8246 476
4953 3302 775
7286 2641 907
6877 7122 331
9861 3972 438
9390 913 822
9645 8082 527
1561 4342 936
4843 5796 476
9443 7585 159
5792 4455 551
5519 7235 247
4067 1138 650
2485 1990 317
7839 5272 945
5837 840 686
9916 3306 546
4794 5953 105
306 2850 143
3180 710 180
5650 8829 149
993 3467 336
9852 2409 673
678 5824 993
4760 1218 182
4048 932 168
4304 8572 306
2792 1669 892
6372 5260 694
9893 5212 87
4915 2769 884
7369 2181 236
4104 3720 511
1297 1377 409
4995 2669 366
1965 8367 321
4051 730 468
7227 8209 97
16 7693 560
3021 2088 447
9974 591 717
9911 7995 529
7043 6626 477
6372 657 895
1695 6972 838
4199 7949 559
8392 6811 999
9230 4652 492
7703 7955 787
897 7087 881
566 8366 621
9353 7878 697
5955 484 754
7080 3478 612
1863 4834 422
5780 8674 599
1374 5187 722
2804 5132 614
4906 237 613
1442 532 284
3339 7780 176
9336 9220 147
405 1588 592
2181 1987 508
9902 3715 435
5912 4381 383
7398 2930 166
610 2053 857
7193 649 887
4075 5789 716
5399 602 620
2266 4688 494
2184 1676 214
7030 6204 896
1481 1654 853
654 6676 671
7389 4235 776
2380 9984 815
8511 1701 428
980 7343 278
2415 8238 615
6326 5053 708
4932 6419 90
1208 3632 234
2440 5364 8
6147 6886 529
560 4183 181
4160 1561 397
8265 216 332
706 797 831
8443 5663 372
5638 7242 542
6210 6439 303
5061 2631 956
2437 3891 753
6233 5524 230
1426 4302 530
452 4228 520
2837 95 583
5063 5117 48
1243 1090 397
7370 9084 43
7799 494 473
6901 3787 258
3116 7524 582
8362 1755 955
6929 372 522
9636 3324 149
4167 1319 446
5879 9410 426
9499 7290 292
1819 9959 741
5279 3576 926
3486 6848 434
3960 1787 121
4200 1395 843
6570 6437 198
6734 901 349
2780 8660 861
4614 6493 495
7236 7143 763
2676 5890 560
2350 5848 528
5812 9911 538
9812 2689 548
2973 2406 332
6228 970 10
230 7764 275
4972 383 571
8067 539 150
8404 3258 422
1929 2216 423
5126 7535 643
2421 363 152
1744 9488 558
4429 2235 566
3314 7780 887
9027 6835 527
3836 3846 265
6647 3128 233
4663 248 306
9718 9861 460
7590 5508 107
2468 2027 98
1640 6220 825
779 8582 421
2786 2948 766
3956 3323 905
8356 793 522
5830 3995 608
2988 8055 995
2342 5703 551
486 6558 80
6096 146 722
3244 337 773
607 2414 371
4633 6928 421
9669 8144 180
9600 3185 406
5041 6174 395
5568 9829 761
5170 6361 444
8812 8898 550
5171 2388 441
1619 8646 574
9822 1653 520
927 7797 760
8822 2736 759
7907 7435 61
8757 307 699
212 8704 322
9588 6959 770
2115 7933 719
725 1898 275
947 97 917
6517 7190 790
2169 3495 416
6364 7351 935
1616 1238 102
5379 3762 823
1426 5199 837
8703 8128 424
6967 1096 587
9162 3305 212
2187 7395 799
7464 2871 735
3400 7759 921
9111 2772 894
5466 4920 48
871 7455 7
6232 5631 973
5629 163 158
8364 1290 758
8621 2461 482
4572 7321 745
4597 9797 111
3941 298 259
4715 565 115
7068 8605 207
1776 3143 688
2672 8048 707
5371 5027 188
8853 8165 525
5276 6463 826
7905 2639 780
296 5608 770
8939 3994 452
8190 3030 899
5820 6653 38
2755 3211 242
453 3994 940
2604 6947 799
3903 1889 317
2942 7697 831
8564 8622 564
4580 7035 778
2767 9243 316
4989 7143 940
5024 4222 557
4585 6655 596
6141 6373 110
4619 5868 358
7750 2599 356
1131 7840 12
7904 5219 822
8318 344 131
5622 5062 61
3812 6089 854
7388 6732 494
8287 3094 800
8713 4304 651
2245 5148 893
7525 5346 319
2031 2358 472
5371 8715 901
3664 3560 7
2605 6529 178
8114 4621 978
6756 3934 226
5732 4590 41
9090 5608 687
4777 7141 669
5085 6531 982
8259 4185 183
2111 1631 894
7397 7294 847
5861 367 276
9353 2465 843
2513 531 584
8035 5930 978
7694 2139 647
7453 2122 859
504 8400 498
3181 7141 55
6570 8989 376
1941 7860 67
989 9684 768
8711 2371 850
9882 2597 240
7007 3626 133
5823 2536 301
9320 578 793
6390 110 475
6440 9721 956
6740 8620 315
4972 8903 190
2876 4211 786
109 6426 933
2612 4266 71
5941 5547 58
4421 6060 571
4753 8978 131
1664 5614 280
3339 9763 599
1669 1010 484
7877 1891 157
8120 6885 875
2170 1639 870
6280 6186 334
9252 7505 467
1104 6355 852
4364 7112 699
7317 3441 274
1392 8943 547
3191 2761 142
2060 6138 420
4429 5033 969
9706 8912 393
1783 8190 302
4151 4722 466
1754 9955 369
2719 5962 456
5300 6225 859
766 8350 397
250 549 984
1799 4313 267
8976 2029 867
3496 5223 2
9180 2952 448
2713 4211 760
9489 7045 972
3215 407 756
806 6779 993
9182 1707 640
9637 556 327
1038 1492 801
4435 2154 750
5487 5612 631
7464 8640 849
9684 8113 660
3198 9716 259
8526 4552 640
8868 7853 98
8027 4554 967
6480 9383 180
6290 6563 360
906 1233 120
918 6675 798
1489 6757 245
5848 7141 900
8422 9565 221
6991 9499 708
1187 2762 636
3628 9663 202
963 2332 685
1192 4459 107
3032 8199 127
1153 8353 982
4482 8301 554
9621 1441 169
4500 7901 237
4178 104 183
9784 9981 752
5033 4909 921
1864 5424 951
1433 6030 987
7105 9031 989
5065 9718 817
8924 8780 210
7528 5217 338
8307 2332 597
8409 4233 552
2876 2069 484
155 9440 962
5636 9624 537
1462 1922 408
4155 825 958
8833 3945 900
213 5104 544
4948 3141 864
2170 7495 497
8825 7172 885
1127 1314 832
5710 8928 537
6125 3884 367
8823 8511 189
3746 3024 696
1510 69 983
2168 9807 467
8270 6418 963
6915 3672 169
8217 8706 179
2087 2733 674
1284 993 921
9454 9464 702
9714 4703 907
6699 4983 682
8902 830 376
5003 5953 457
9019 500 456
5910 6933 626
4369 3209 89
2410 8103 267
8540 9850 732
1368 3225 503
7253 3119 129
8053 4676 766
9302 8015 538
7369 6020 874
3679 1106 781
3016 9472 306
688 1121 844
8893 8006 120
8366 3877 920
6022 7735 647
793 574 132
8943 9525 72
1722 3610 999
9055 8963 273
5053 4491 568
5476 274 189
1482 9425 928
1828 9148 31
7953 8625 325
5367 3793 75
8426 3308 750
7274 8516 717
2996 4327 2
2496 959 39
6092 6879 320
7929 1308 335
1244 8252 751
8510 9442 451
4373 5552 788
6230 3956 363
7385 7092 463
2665 5448 801
8473 4798 647
3791 5740 593
617 161 977
2314 6044 772
808 1199 19
3205 6038 514
6713 1383 916
3987 1330 352
7234 3320 341
2889 4861 104
4708 9081 892
7859 649 285
1090 89 499
3624 7974 119
8435 8924 580
7144 9676 686
675 7241 755
3790 2095 435
6202 7461 283
2160 7778 842
7959 7696 148
7062 1371 347
1165 5141 595
5420 3040 974
4666 8662 907
472 2247 965
6690 8757 927
3735 2477 627
3504 4701 141
5043 692 922
44 1947 873
2512 7058 611
5453 9297 458
4137 7812 910
5982 8241 667
4500 8159 147
9851 9335 613
6716 8030 5
3219 9068 471
6581 2082 315
8810 2425 71
5890 5566 513
7871 7183 398
8023 4459 325
7981 9492 601
4386 4259 166
5606 4340 934
6228 1417 270
6610 9450 765
3400 8633 773
7136 3668 289
5114 2512 617
4756 7398 890
7466 7582 648
9443 5449 284
6074 6425 297
1697 962 7
5687 7403 296
1568 736 493
9974 7288 846
2463 9945 306
3709 4359 340
8641 3047 902
7121 3801 287
2554 310 895
1224 6608 242
8214 5955 79
5589 3103 707
2464 3459 675
7896 1044 165
7653 1718 537
1810 7833 317
5677 110 460
6515 851 555
2646 8414 552
1192 2611 905
1821 3527 604
3194 4983 80
2119 5496 539
5147 1916 267
1767 6190 863
504 6082 750
4445 9609 124
5876 4174 10
4544 2941 898
3138 1570 499
1612 233 782
888 1303 768
741 7809 334
4060 5952 94
9191 1418 29
737 4201 177
5727 580 500
6611 5931 810
8040 3164 816
4721 2223 722
6394 6746 276
3801 3692 585
9846 3908 354
7376 9661 874
9332 6925 293
8118 4170 643
6896 3213 646
1663 8947 875
2563 6585 527
2982 4564 217
9735 7336 881
1186 5099 275
474 2278 666
6619 9802 402
2200 5321 431
1391 7816 488
4092 1513 45
6033 5211 406
7208 7432 300
2866 9982 219
7254 1915 437
1326 3770 313
5344 2247 87
757 545 342
2802 8790 705
3371 683 331
7966 2716 238
2772 2647 498
9713 7259 736
6108 5352 514
4433 7021 141
9287 2325 55
1647 1012 363
1129 6540 828
7734 7639 557
632 302 679
1534 220 725
5922 1480 716
4801 5184 171
5651 2951 425
4249 9414 204
9398 3098 590
6203 8592 228
4271 8181 69
744 5758 234
7979 2270 481
6127 3215 406
2965 4049 275
2516 777 497
6789 8600 596
8989 7574 378
1523 7254 610
7005 514 979
4468 4762 719
1287 1526 342
2696 8648 627
6414 6788 631
553 1852 234
4228 4906 468
3973 5556 89
4466 9128 492
7970 6777 232
7283 8125 971
4584 612 678
554 5530 788
5463 1531 532
8108 3976 938
4610 2675 569
6205 1858 913
3786 7622 565
2669 8601 535
8114 1598 746
7876 4832 109
1741 6060 159
9852 8391 41
9558 4556 189
8891 9893 944
5571 6951 291
1309 7837 662
6773 4508 667
8827 1758 166
3766 1156 595
1637 7027 668
2683 254 449
532 2699 467
6862 6216 907
874 3638 936
2865 2847 214
5178 3357 454
3441 6416 1000
5709 5406 415
677 9779 59
1749 4011 658
8985 1479 696
3310 1795 127
9915 824 530
832 8268 539
3929 1662 68
372 9574 574
9110 7221 596
8158 2163 428
2434 8352 420
7347 7568 939
2617 5865 958
9610 3555 744
1798 5662 343
8659 3213 165
2517 3049 353
326 1469 685
8888 7968 970
5042 4754 280
5984 8895 688
4611 2182 684
8631 474 654
4227 1354 16
4821 3174 678
5426 4307 559
2321 5525 500
1195 1596 5
3090 9751 365
3782 3106 941
6580 853 943
6911 1572 790
5226 3992 657
4341 7018 602
7129 4763 453
4481 311 175
9681 7339 716
5134 6469 606
7175 1104 907
3135 1518 238
6021 6975 221
934 4428 865
1393 1699 788
8175 6637 966
7477 4718 932
8202 3944 51
9968 9983 943
8464 3650 740
8000 5675 413
1460 5509 335
7525 9401 819
9039 1127 221
2872 1832 481
2433 3723 111
6729 9114 254
8026 9020 121
4295 4471 20
7315 9140 497
8524 9606 647
4378 1614 953
1061 2209 692
2218 6032 674
7514 9786 744
1454 8812 89
9379 4367 644
6330 3455 849
2795 1858 742
1499 4169 380
8203 5496 115
2909 4248 641
4648 4633 531
7209 7175 246
9499 4157 206
1834 1590 906
9207 862 252
4062 8648 944
4183 270 996
559 8006 477
9149 9217 658
2344 3304 713
2103 2753 491
5853 1735 820
3935 3160 236
8244 2514 961
3898 3430 395
3570 8389 420
8307 8472 504
9608 1678 404
8438 6343 620
1291 8724 825
1310 8051 924
9920 999 243
543 5558 915
5102 9413 968
4438 2822 67
858 9438 418
5942 7096 967
1224 3157 180
7985 7062 735
220 3429 400
8288 5766 652
7000 7888 696
2311 4130 393
2959 5964 743
1502 2637 95
5554 512 790
7411 761 187
4199 8097 625
4185 435 833
1109 3781 896
2519 7532 14
2856 7025 736
3393 1595 620
3589 1876 465
8879 8436 300
8589 5248 929
8665 5756 506
6621 2274 142
5220 313 858
1797 5401 868
5788 128 937
795 5388 889
4991 432 669
8797 6206 535
4757 3818 53
9142 8434 540
9315 4118 645
758 3939 738
7552 9965 922
9130 514 386
9297 9136 631
3793 3072 752
4662 2 89
1044 9375 722
2123 6332 640
4299 6297 61
2593 5668 107
2082 705 146
9473 8277 513
3045 5468 401
8291 3508 932
8012 5729 925
7098 4311 331
6392 8729 495
6394 7373 248
4443 4850 170
637 1626 922
9686 9849 512
6787 5491 935
3893 5223 0
5323 8742 549
9715 8002 190
239 3325 498
5832 3024 957
4596 6422 802
2836 6641 620
1891 3996 345
9209 8940 520
3584 9395 816
1010 5017 724
4678 7203 187
8764 6061 504
2199 5647 890
2301 6269 660
2445 6569 605
5813 9979 8
3824 4645 196
1101 9603 38
3226 7958 575
1099 8076 862
7188 5557 643
9571 7794 884
7704 4881 534
3783 2420 639
3776 6582 522
8002 5782 61
553 4982 583
914 381 991
1793 9037 472
8820 102 622
8010 7600 655
3071 5578 894
4660 7713 642
924 1103 669
7906 1713 342
7557 7339 175
8373 2696 439
6226 4401 588
1160 5206 831
9822 1937 466
1735 9649 315
1584 447 469
9346 2430 979
3232 3982 203
1880 5846 55
7855 6634 817
8397 1673 746
4010 4072 711
221 8262 543
8163 8075 361
4473 3390 589
2052 5532 688
8708 689 520
4769 3940 481
6927 8802 739
1449 4215 618
9752 7455 585
2832 1148 605
441 8152 205
4288 9949 983
1783 367 910
922 4883 394
7499 8721 739
927 3502 621
2010 5698 746
2013 2280 193
7129 1323 417
9522 714 834
7396 3284 61
6406 7373 411
5666 9980 35
251 960 513
5755 3772 521
2814 8805 221
2170 5765 850
3553 3568 832
6855 1347 884
2006 7091 341
2216 2990 150
6292 3643 133
1342 4469 323
8772 7018 604
9307 1483 565
8588 4801 522
522 1602 402
1016 2430 657
3271 4284 22
1285 1249 934
2557 8750 516
3338 7012 327
6935 9806 405
2856 1370 550
1860 2554 781
1970 146 320
1605 9407 244
3702 3220 879
5488 9553 3
9333 2394 472
9209 8851 604
5170 1742 328
8083 1100 254
509 224 988
9024 9258 623
6473 771 851
4436 2541 639
1625 1605 757
8961 9503 365
6222 8716 317
5428 4233 481
1268 25 509
9138 5807 68
8834 3993 915
4067 2490 349
8256 2225 185
3090 3732 421
9899 1182 351
7640 2852 709
6366 8887 532
2546 5744 318
7668 5348 80
3681 9841 732
2075 402 458
6649 2062 769
1444 2596 898
532 478 467
4036 9266 630
8034 7300 393
3703 879 900
7048 4054 915
1031 2846 868
8082 2516 607
8778 3620 411
484 8075 504
9253 697 167
6828 7777 466
737 7088 269
1989 5278 989
2476 9048 1000
7504 6598 197
2577 2542 198
6007 4531 519
4992 7313 501
1613 9314 146
9844 9588 259
5742 9414 866
4389 6056 412
812 3641 948
3487 3776 263
2924 4109 969
3055 5050 712
1977 815 387
9212 4196 281
8866 5588 725
8230 6944 593
2016 7167 854
8678 3309 233
1879 6084 389
6165 1469 710
8906 516 859
505 2161 448
8751 9331 996
8165 1647 573
2877 88 191
721 3527 803
907 1795 415
6065 8156 274
6314 1908 956
1283 9807 531
4117 2236 586
7772 1078 89
1750 7846 284
7648 7565 429
7803 9329 437
7031 3280 742
2090 9245 859
5448 4507 488
2254 9712 834
1295 3872 400
2134 164 720
8564 8965 766
4247 8587 627
6579 2895 708
4850 4259 707
6356 662 446
2362 735 433
216 4109 77
3039 26 838
9309 6970 939
4039 3420 210
3362 1811 372
7528 5180 878
3324 4475 557
7156 1696 193
1203 6049 858
5789 6739 269
405 5231 780
1108 1632 494
2556 6720 726
9324 1716 199
6997 5094 981
6683 135 738
8510 6498 686
5025 859 173
8150 8010 835
1481 8747 869
948 9820 249
4615 1862 877
6584 5245 538
946 8110 550
397 4010 110
6759 1089 304
6628 3466 708
6938 4866 599
6373 5267 96
3550 6625 182
9949 2254 944
78 172 427
7524 5694 636
3579 5305 186
4065 6876 724
7999 2613 843
5985 5746 444
7936 4620 289
823 1466 79
3532 1288 851
2114 226 667
3871 6092 11
5087 1208 391
8636 887 634
2345 9041 728
861 3688 563
8653 916 158
3934 631 454
2029 9008 981
6474 4777 676
211 3317 381
7766 8808 646
7955 856 291
2292 7594 351
3555 4767 249
4625 9481 160
1512 2331 540
4482 7962 814
545 7186 840
4332 7739 803
3647 5584 334
3374 7950 620
3167 4291 48
8209 1474 80
6055 9223 153
5132 3037 48
6457 9472 449
5400 276 349
1190 3633 247
2756 5801 426
9383 3303 660
470 2462 112
803 133 453
5517 388 546
5375 6077 836
8011 2704 376
7369 7834 814
7569 6825 887
7680 511 186
4873 6005 321
3031 1018 135
9754 2033 766
772 440 3
7095 8814 935
6571 839 805
2237 9416 748
3145 2215 466
5687 6007 19
3359 8919 275
2097 6490 237
3446 5131 328
120 583 162
1799 6024 444
557 8437 697
5114 8047 891
5438 9470 759
4012 3582 812
2571 3283 715
6545 4341 766
8043 1758 863
4982 3612 335
1906 3446 298
8899 3447 296
9829 6608 68
9598 7513 862
2452 7897 272
1481 8519 461
813 4063 140
5936 5547 655
1077 621 321
635 3808 826
9668 2587 743
8048 772 306
1718 8680 818
1444 2362 244
9079 1090 590
6403 6129 347
6015 2154 583
18 1088 234
115 235 436
909 493 497
2022 6721 319
3963 2179 461
4340 6964 920
8314 7377 815
1995 4765 558
4734 8007 615
1219 5220 728
2660 8232 888
6343 3661 332
4008 749 524
1842 3416 264
1329 7459 474
3225 3558 158
4771 491 158
9245 5706 141
3905 3375 81
127 3831 380
6170 5755 657
2260 4898 938
5565 7924 47
6528 9623 611
859 4676 139
8446 7481 374
6431 5322 578
4339 111 398
1683 1591 415
9493 7919 869
7540 2589 14
7836 3951 522
3808 745 965
1059 7377 852
2382 9644 659
4024 1330 390
3964 1171 585
7620 582 293
6319 3438 355
3591 166 328
2888 350 250
2212 7721 372
9163 4918 488
2468 9431 847
5537 9511 424
1836 7214 61
293 4819 745
6788 3671 624
6366 3204 98
9751 9316 262
9159 2867 275
6221 9075 432
7759 3288 757
8690 4564 484
6201 8862 414
8223 3133 558
3876 221 313
967 1983 22
9686 4495 310
4581 580 163
2168 5495 524
5532 7129 395
6762 2413 792
4826 2227 468
9739 99 898
4105 3221 488
4546 8903 950
5836 2736 79
8208 855 419
8759 8349 306
8271 3715 342
6072 6326 614
2832 77 47
5009 92 448
4756 6711 670
3739 6890 422
1459 667 601
1921 2850 248
2831 3896 422
1508 1132 445
1087 8710 863
5226 468 354
4665 4418 26
1889 9725 152
6220 8694 99
6135 7090 773
3656 3763 448
1502 4011 750
8775 7873 987
2708 7694 195
4172 5500 399
8065 5565 999
8448 2209 85
3981 5143 594
4892 3583 826
3954 558 473
1405 3897 788
688 6894 942
5544 9045 412
1710 3169 168
9350 8817 174
5779 4149 5
189 8976 18
5393 9444 18
1226 3314 740
3224 8476 837
3616 7129 501
8679 5518 33
8265 326 264
9451 3907 644
9032 4768 599
7617 8994 867
1161 9375 245
690 8282 126
1845 6698 954
5124 6721 116
6970 4003 800
6002 1007 8
7773 3952 468
531 7140 755
2612 6922 219
8882 9755 423
5444 4711 431
6497 3423 764
5637 1237 19
5376 3596 889
5664 5631 810
352 2953 556
5942 3514 25
4125 2852 859
1281 6274 389
3848 1466 730
3553 992 289
1913 895 356
5945 5524 33
2084 5691 144
582 631 106
6546 7561 316
7179 1329 865
4857 3472 704
8608 9983 169
5692 9624 587
1769 562 761
6181 7507 422
707 9868 441
1691 4494 874
4968 1939 382
2108 3242 892
8786 9521 553
2539 6947 504
7565 3941 477
1057 2874 52
1222 8124 619
2372 3141 680
1809 3802 822
6289 3273 257
7968 960 265
7419 7340 23
8908 2217 305
8400 3985 568
1518 5369 301
6888 9960 979
2042 9468 280
2101 584 134
8603 8873 95
6390 148 715
8492 2951 354
6068 9367 91
5050 5626 6
8491 647 669
5894 124 3
2374 3781 915
478 6275 10
7878 3926 861
735 2195 758
7547 1277 625
2395 7729 226
8762 3579 43
9680 1855 559
367 9272 240
6073 7818 154
9066 113 245
9565 7871 55
782 8973 485
4848 9476 837
3160 5981 621
9969 9985 911
2677 8343 749
5210 6803 552
1659 8699 562
3178 7027 894
90 5331 99
4145 3053 665
732 2403 575
5283 2901 985
5752 199 248
6502 5494 183
3837 5900 649
5145 4415 906
6504 3328 877
7007 2184 622
9836 7868 432
2439 6075 310
4703 5242 680
5730 7909 477
3957 6868 638
4594 4688 868
5051 9912 781
452 185 727
5652 2153 584
2308 1734 88
444 5174 361
8951 8911 774
994 8176 942
2862 5781 92
9968 4434 308
6074 1924 635
5428 9375 98
7314 1833 717
2133 8388 211
5585 1841 270
8201 4611 805
7952 6383 758
6857 3705 880
2498 9483 983
4117 3460 679
3786 8477 475
7040 3664 961
4937 9411 498
5012 1709 168
299 2268 450
9247 2566 480
1593 7395 790
1736 5183 988
2808 9505 1000
7141 9781 325
491 7322 9
6976 6603 151
2180 7009 76
896 1303 807
7341 9890 1
486 6415 903
5697 1903 725
2870 4426 87
9096 1535 611
8590 6705 581
7216 2844 252
6045 9568 252
8006 2400 793
5710 2049 663
5947 1874 152
2575 3703 100
7748 1181 999
2596 710 460
5892 9178 305
6775 7930 988
9976 8596 598
5396 5216 508
4816 1578 244
370 6017 959
4228 5215 344
3574 9317 364
664 8310 325
5599 1546 436
2782 7712 758
2828 7514 874
2311 1771 505
6180 2775 529
9643 6738 473
808 2554 200
5383 4144 780
3692 5287 345
7526 3234 505
7142 7315 79
3791 2581 150
2603 972 933
5786 2810 541
9483 2859 714
7497 3242 770
6877 1733 791
7272 8968 593
2316 2573 945
2937 7739 850
770 2235 244
1283 8942 98
5602 8979 575
4080 6378 386
5625 1184 288
6931 3227 43
7433 9494 691
6512 4509 784
3986 3691 570
5652 4002 849
6899 3446 782
4808 5612 591
4690 3722 477
5571 590 876
9534 7577 926
251 122 766
6256 5429 443
9913 7414 973
1706 4185 142
2292 4539 527
3553 7662 117
1429 311 683
8365 4311 136
4035 9289 711
3906 285 879
3389 8104 165
817 7893 525
3049 3690 768
7241 8841 9
2952 4902 804
3439 2000 12
2126 7331 48
2113 1011 971
4626 1183 226
610 3733 199
8964 3345 177
2195 9656 1000
6612 9916 387
6526 7716 788
4756 9145 820
7099 3500 481
2906 6156 982
7262 5241 338
6273 6899 32
8300 9955 591
971 5791 645
9282 2524 613
5227 9917 750
193 3376 306
2798 9388 34
471 6289 621
5084 7035 576
3115 8393 870
634 4425 874
9488 6632 479
3464 8718 725
1858 1547 907
1268 7718 205
2490 5624 719
1467 4078 431
5580 1450 32
2876 75 176
5628 2194 96
6491 5441 952
2485 5705 875
5637 9513 537
907 4493 355
1251 5093 106
1046 866 742
3601 8944 389
3586 6304 810
8134 8951 367
1775 7404 291
3297 2960 845
9346 2230 539
6970 2713 913
4269 7221 439
8729 7677 257
8292 9373 285
4821 3759 328
9949 3437 845
4929 2425 843
8360 1824 805
2628 9587 224
925 4812 933
8855 9233 173
2696 4512 919
5080 8575 966
6771 3678 600
8192 9396 663
4272 4051 920
2418 6315 872
6995 9041 920
3608 8697 53
227 5137 83
4771 2891 667
4052 2989 562
1709 5933 591
1844 5910 142
5744 6064 556
2708 7249 503
9492 6236 270
7206 6463 66
4275 6450 289
8663 1845 902
6919 9076 744
5437 1253 696
7227 4881 523
3052 277 888
4512 1612 759
8839 7435 427
9030 6003 727
727 8663 489
8928 9703 992
8938 9316 306
3440 5413 831
8456 8855 424
9914 1142 506
4638 260 579
4458 9990 50
889 9198 938
4710 9734 382
8670 913 494
7286 7596 232
5138 2714 985
9051 4468 313
1373 1721 950
3300 8711 958
3606 8910 615
8918 5729 775
6414 1977 306
9750 5904 940
4257 4851 491
5967 1685 38
2320 5083 692
4967 8659 22
1794 4945 151
8789 2496 149
8974 3507 936
3634 3540 896
103 8657 567
8467 3688 464
6855 1721 221
6817 5867 358
3704 3111 868
9333 4347 284
9711 2400 587
7396 3683 83
9293 111 768
8623 59 994
202 8351 128
5453 6847 551
3352 3862 661
6707 3850 101
7642 7026 640
2515 6168 714
828 2672 448
1050 5488 818
2393 39 968
3852 2251 13
4516 4581 80
3639 6850 583
3018 5826 419
3125 1312 729
4591 569 133
6343 5025 708
2110 2379 570
9826 2018 810
2601 6360 465
3609 1641 286
5115 3451 598
5883 5167 462
3458 36 505
1857 8662 475
1943 2097 64
7704 299 636
208 1816 799
3095 4917 893
8011 6217 761
3885 9618 128
3259 7678 11
5547 61 947
9154 7978 955
7453 2857 154
5078 5062 475
4805 2313 392
6106 1563 777
9872 5118 399
9768 5969 202
9060 1276 891
7118 1866 942
9819 2945 973
3357 2241 106
1990 3831 777
8059 5995 655
130 8068 230
579 5209 908
9225 6177 91
4512 1678 808
1504 7377 500
9020 3745 152
7186 1490 871
9384 927 369
6613 3036 865
2333 4185 793
2828 9473 969
9066 6191 828
6787 3908 58
834 6456 312
3629 4725 717
3495 4795 79
6138 1238 334
6570 5061 395
5527 7359 844
2549 3157 855
7523 6847 935
8707 5255 983
8922 9964 687
3531 8399 263
1402 5780 81
853 9179 563
6559 6040 816
6980 5046 354
3449 6789 938
8918 6794 170
4267 936 767
8016 6528 527
9848 1383 819
9104 2892 855
1894 7607 840
3664 474 619
5113 1003 536
9213 8367 128
6585 5325 805
6440 2318 653
795 3892 279
8902 1902 535
3554 4124 552
7300 6679 373
9869 3366 352
4159 7824 519
7698 3242 199
609 8391 207
7112 1626 676
6083 353 439
6006 8384 5
8270 6715 724
6370 9220 783
115 2083 643
3686 5028 251
4352 6988 520
9011 2091 484
1675 2601 988
2954 1613 58
2088 8352 447
1493 6448 325
1218 1307 372
9781 7613 679
1801 4208 276
4908 9630 649
1108 9734 534
2317 7375 273
6039 2832 269
8659 3953 171
1563 8654 97
1330 5803 343
1956 9019 967
9201 6571 577
2201 9231 864
505 9653 923
6159 6088 461
4088 5721 663
331 8435 786
9043 8724 534
7327 8693 11
2592 1293 885
7658 1470 573
274 8178 679
216 1029 199
8418 2787 594
5162 8408 549
36 5254 847
6326 6913 806
6179 323 408
2172 3041 705
8414 6199 78
9053 4678 35
2387 7434 553
6089 8173 296
4779 5696 860
6549 8535 496
4050 7189 153
3968 277 562
5725 7119 37
2207 7618 710
2534 2272 495
532 6442 196
5473 8423 394
7344 4553 56
6538 4704 904
7795 6236 998
3122 7083 807
3220 8458 423
2596 5746 244
5954 191 114
2929 6033 855
3147 3298 515
2884 1151 630
8449 5939 287
7984 4929 474
8025 9868 113
7512 9999 917
1565 3408 670
6 8385 952
5812 8994 829
1913 5805 990
5801 9025 676
9199 7651 797
6397 5645 264
1331 6495 360
7316 8964 796
5301 7571 937
6500 9112 684
474 8201 901
3163 1257 242
964 7475 224
8883 5995 189
7359 4710 419
1807 4335 109
2375 9297 963
1313 6432 17
2299 5994 865
9151 5822 686
4883 1594 550
3059 1944 470
9050 5329 861
7033 6085 222
2091 585 612
5382 4459 237
9810 2471 499
5856 8740 515
679 6567 21
8355 8543 493
1828 9944 776
6060 338 469
702 894 445
6536 1893 614
5931 4489 382
7933 658 727
362 7091 253
5994 885 909
184 1559 267
2421 5333 584
8014 7946 628
472 8985 887
2262 4286 262
3589 5277 335
9970 3985 419
1396 8195 720
272 9561 865
1337 6229 629
5134 1052 347
1981 9941 838
3400 7670 942
9449 811 443
9163 4985 307
7322 8542 224
7324 1935 783
838 9696 745
6408 1330 297
520 8026 410
3036 1634 282
7046 4282 963
9353 9986 812
2759 7709 424
4877 5097 587
8705 3867 800
8383 9519 205
7072 1763 123
5565 8295 169
4384 8219 869
6399 8171 339
7322 2026 999
5411 837 502
3886 3601 245
5648 9985 658
7847 1964 359
3344 1080 320
4053 3759 29
4071 2519 501
686 526 299
9568 7776 729
5397 9650 347
8121 3832 649
7589 8608 882
6963 5116 410
8058 9895 977
2391 3427 920
7663 3208 273
3513 6091 764
1539 6883 872
5603 4643 539
2856 1752 970
6600 9955 848
409 2985 625
1641 3687 846
6249 3068 543
7830 9472 110
7000 6056 102
9957 7174 623
9890 7884 413
868 5662 694
9190 2393 320
