1000 5769
389 413 -2309727
425 653 -7174798
982 595 -745558
203 366 6944618
507 348 -2502262
893 775 297625
467 379 -9565703
502 299 1774454
514 694 9866699
158 193 9800678
428 157 2652882
786 40 -1961060
521 38 -4658542
740 459 7502465
2 284 4665702
803 433 185350
817 510 -6280430
733 383 -8699628
311 878 -8890468
866 461 4828329
878 571 4707259
40 725 -9124976
693 740 -5830990
258 859 9771655
911 690 -3659876
304 169 -5967665
137 177 466323
243 712 2395582
993 828 -7253226
645 279 -3715213
632 784 -1215815
830 172 6194473
462 376 -2910270
875 713 -2132392
803 234 -6097083
267 735 -8235349
458 699 -2358555
722 736 -5466630
667 45 -2189179
203 883 6343365
482 542 6923051
653 842 5138356
836 848 9541408
871 346 -1481862
495 512 1296698
766 510 182758
365 947 -8636728
358 115 4481448
468 331 8476472
148 683 8921867
552 269 5102998
246 6 -7779055
305 380 1692185
246 88 -8767396
968 524 -7085557
968 701 -7862413
685 587 -1621856
175 129 -5779857
252 616 4363493
77 766 4506028
363 657 7647608
241 195 -6670208
188 431 2547227
646 147 -9438409
648 572 6907348
722 303 -7287035
481 333 6223516
513 591 -6076444
908 194 4560201
812 613 9566807
848 26 5482040
810 634 9954596
947 932 5920914
930 534 -6735258
68 247 -7439198
463 343 -8532363
710 423 596404
449 500 6921084
236 527 4659859
411 739 -9054995
153 843 1686943
170 42 6640845
605 519 9547592
22 794 4965642
737 9 7256071
393 717 -3415476
58 995 7877207
269 117 895075
514 941 -9305663
631 145 6214763
337 103 -7358243
461 672 9661272
49 345 -5635161
187 60 -6387947
840 825 -8451481
563 269 -3127714
68 264 220846
264 732 3640163
413 647 -1531115
911 994 -7529841
328 971 3276054
177 643 -6573394
834 638 4745763
425 295 188534
550 894 -7021121
503 519 3728038
425 601 -8591146
96 273 -847026
815 260 6249753
870 235 9424975
429 936 -2857500
963 911 8990929
352 836 -5822127
532 285 -2596230
253 507 -5769804
898 912 -2583187
516 864 7268395
864 556 22091
582 276 3896940
658 594 -8857508
720 151 9306476
280 853 -1088272
490 607 -9308366
291 673 3655331
589 544 6918464
888 819 3109300
628 495 -9129667
661 739 -7803269
264 95 2021675
247 859 -2539216
602 475 9629778
629 226 -1429265
89 979 4977885
246 424 1599760
921 247 7704215
521 756 -81340
912 717 -3377107
971 539 -6858010
151 309 8909328
240 465 -1403428
857 748 -2147734
850 88 -7791260
950 975 -9200847
245 857 -1715048
966 777 -5980044
810 414 -1647423
917 469 1533887
110 29 2336820
38 610 -6774869
460 670 -6388801
409 404 1531600
466 448 8959271
745 720 -2334364
814 106 6083080
282 617 -1818492
229 567 876225
198 705 -7537655
634 159 4888555
151 500 5361550
695 777 -5723045
643 998 -6693949
917 792 1150411
681 581 -5905992
689 497 5580475
205 95 -5938751
125 175 6268733
636 497 -1843510
239 531 16942
246 453 6442251
758 971 3432158
657 218 5894022
144 905 1580061
850 278 4856905
563 210 4212717
534 890 5764068
883 354 3795971
361 91 5315410
895 428 -9265736
55 694 1326779
920 22 -757062
422 769 -7472518
357 207 1690222
86 62 3472495
911 48 -9573342
710 540 5136004
290 915 9648024
449 172 7626738
148 565 9230640
640 905 1565444
65 509 -8910731
194 550 -6719742
209 82 4452948
898 94 -8002232
156 143 -6616974
987 485 5587976
341 702 -6484880
276 445 -9491183
526 386 -613071
363 239 7135223
206 792 -437693
712 260 6884089
965 78 37232
779 154 -3657488
231 582 -3921518
693 745 1544833
461 91 -3880094
950 530 -2550976
442 64 -5609832
719 981 -1550874
834 777 4873244
276 679 -1305531
120 808 5202124
972 212 -2298163
44 168 -9690285
259 298 -7293441
89 274 -2778725
632 839 -6468378
421 82 8028948
381 45 -6119996
419 288 -4046808
989 526 -2884183
973 497 -3752019
600 828 4288624
368 447 -2597237
437 290 6335111
782 602 6226277
234 631 -7732174
846 385 -5701769
583 944 7286408
670 541 441221
466 174 -4156468
702 85 1750607
42 985 8496282
352 985 -5066476
566 489 -8786132
316 871 9594045
16 371 -1510095
797 378 3302502
32 939 1926110
696 801 -2726433
82 703 2884921
205 327 2171122
643 879 -1176391
747 947 -9472937
933 765 8549700
435 904 -809723
255 960 9124794
523 633 -89898
541 190 6715703
283 185 -813086
589 765 -6485235
953 333 -1149110
884 515 -614101
98 112 -4455392
565 833 -3979996
224 288 200964
677 870 730879
431 975 -8071270
649 939 4506187
688 446 3212732
325 435 3468240
713 951 -9652548
718 923 6293628
750 576 8348369
706 727 1727872
730 837 -3152512
7 490 68172
881 874 9665671
180 749 -574144
779 279 4797376
866 173 9070150
594 945 9075629
525 555 7993764
56 750 -5202612
170 625 291781
770 138 3251608
198 580 6447018
700 425 3317143
78 775 -3282064
957 724 -8635166
639 689 8208316
34 936 -8675052
664 412 345132
453 59 -4814903
360 325 3581386
101 897 -3392752
885 331 8073501
406 234 8813014
502 342 6237767
376 511 9300921
679 942 -3918783
517 923 3414885
371 548 -1250108
217 51 3994386
617 778 -9414531
448 283 2049739
928 32 3619530
201 26 4525177
639 116 6291618
385 640 -1148905
927 244 -4580027
990 923 5887524
64 375 -3289190
34 631 -9250597
530 468 -8082766
255 951 5687464
188 828 4232133
724 483 5725600
879 210 9783070
498 111 4332175
385 272 5637849
335 108 675277
943 608 -5744643
931 58 925681
58 742 1744319
986 718 62055
421 654 -7190891
620 369 -3526321
586 768 -8964564
835 862 2812641
665 633 7686276
836 730 -6877842
92 853 -4387681
544 655 3338367
892 303 7802954
492 641 1331365
214 404 -30698
678 64 -9067946
925 835 4134967
840 231 1037869
236 80 -3178498
72 941 4344619
643 870 7194605
693 400 -2326786
231 202 -5712920
948 42 -1534885
904 186 -7986052
111 116 -2089897
736 166 972581
624 923 -6728461
29 606 3427141
201 767 2401972
734 685 7467631
51 536 -4671303
100 525 -365227
782 785 26003
799 330 7911887
230 701 8134562
381 656 9582863
419 128 2651253
681 39 -6112393
275 332 2370526
51 898 -7046515
119 908 7112727
255 50 -7369518
7 358 -7222553
148 17 3393564
262 287 -6025139
713 954 -3394428
112 134 7862259
75 88 -5574659
413 172 2192583
218 596 6176135
997 94 -104802
23 41 7244802
158 519 7407926
598 319 -833192
346 775 -8427330
318 670 -6351250
678 474 -387258
688 839 8697163
674 262 -2381864
925 223 4514148
582 147 3380598
268 299 2750652
491 170 7162737
372 147 1692429
404 227 4763431
273 447 -5720243
730 640 2236895
809 610 -6120538
448 742 2191701
542 1000 -1217623
399 900 5284570
898 251 9931127
56 647 -9638637
685 728 -8472060
969 318 -4128503
830 289 4944641
505 443 1027045
328 402 2565699
18 953 -1826457
41 271 1477272
860 334 5384415
100 159 -5043441
841 708 -2595301
248 368 -2252836
989 14 8480289
90 269 -8758363
2 371 -9661579
547 241 4219601
241 168 -5564204
551 817 5184124
964 947 7077548
565 727 -3602060
630 621 -6040063
953 808 -8859910
941 717 1803025
357 106 1027678
32 969 7900202
976 488 -86558
622 774 -3044910
684 861 6347112
200 323 -5260394
90 294 -5120873
524 423 6264389
193 990 -3172511
199 982 7382141
722 642 7484748
652 824 251373
271 971 8494228
920 390 -9297508
549 227 7526699
797 840 -9934065
619 970 -99738
402 33 -9284122
460 828 4976723
525 319 6989060
149 404 1293328
807 388 2962493
396 671 -2504681
209 947 6132063
133 311 -4783239
674 374 4985710
995 901 9334395
557 60 -9592599
317 494 -5798089
865 317 -4073828
50 807 111283
89 419 5461499
41 670 689764
510 790 -902959
76 369 7270333
222 509 -2546757
308 828 3318860
920 230 -5291559
268 810 8162514
990 599 4055502
38 386 7164187
769 955 7098076
583 798 6657955
27 314 8121417
893 659 1376966
36 163 -5680344
669 445 -7671843
613 912 7862001
148 28 3708143
805 129 -9338171
715 897 -3582818
30 935 -8978383
475 891 5601990
256 490 8953051
350 135 7773544
331 236 -7572733
305 220 8092021
27 642 -4188005
879 263 -7040926
979 605 -4201612
440 364 1993632
337 264 2417884
517 903 2837258
809 58 -4218676
477 228 -5622860
19 248 5398055
50 384 -3356189
496 139 -8500240
972 1000 -2334100
825 189 1334845
681 903 831623
680 533 296613
619 446 -7898211
848 463 -9834860
870 447 -5365984
460 891 -8971737
238 972 4798597
278 376 -1924250
599 91 -3161399
408 607 -5510874
487 911 8113489
459 124 9012107
205 87 1136252
989 961 2847465
901 898 -8330730
90 365 9334371
448 250 -6981042
424 10 -5937118
566 310 8276223
663 356 -4255678
242 102 -2990658
472 523 -5884219
867 403 -5547833
241 473 4780946
85 857 -2396535
741 81 5731533
402 873 -1890491
421 172 8219665
526 770 -7163808
522 516 -8249856
277 17 859090
978 489 -7635355
521 388 7282400
811 246 -2874801
97 371 -8917336
768 250 6296172
321 59 8633793
670 793 4510757
913 798 -946089
695 702 -714003
943 813 -7269540
175 532 -8420972
1000 919 5375886
959 758 -6577582
910 897 -8279584
372 5 -3974397
117 816 -3472305
318 923 6046485
92 653 -8674064
647 518 -6771225
280 445 -3722443
390 710 8517023
688 978 981198
877 31 -2379794
388 834 7298486
840 20 5526209
281 795 7395049
248 640 4945769
932 2 9186381
984 49 -2912716
747 585 -5024539
886 308 7226542
386 981 4081811
919 763 -3033479
327 465 -1679733
26 957 825301
225 605 -1544592
616 542 6892467
354 426 -6606536
209 609 6992077
247 880 -9250643
198 406 -4171870
279 281 6200379
400 716 8724142
459 58 983072
228 221 -7308905
894 88 -7465573
719 525 2001664
481 438 -220405
720 217 3729865
236 818 -2472043
812 742 5117631
194 374 1793081
101 194 9972714
591 722 -2307463
362 620 9085238
701 749 9522210
152 298 -6981866
233 628 -6011744
715 323 -3610444
483 5 7011018
269 460 7406496
759 884 -7382434
590 548 3821628
846 715 9074888
144 406 3581032
760 771 7515934
284 559 6687568
137 397 4713609
651 959 3222167
193 867 1210781
794 826 73641
716 52 8474038
323 45 -1275469
676 13 1815317
784 148 -9661222
156 620 -2700244
675 694 8998524
741 447 2658268
508 740 -6675494
662 617 2943398
29 825 3166027
644 94 7517481
636 635 4388441
272 620 1172049
589 602 1615554
844 778 5677142
848 688 4599366
893 801 -719562
388 827 7912244
350 631 8121099
60 205 1276588
677 549 -9092161
987 391 6024253
89 815 -734971
778 97 6564929
950 159 -2309978
54 736 6716675
471 592 7129957
376 532 52771
366 28 3235223
957 748 2532831
90 358 -8698920
367 478 7278059
517 233 4685287
490 718 5381583
379 662 3712354
849 395 -3160302
277 721 8175980
265 545 8668938
105 85 2041160
125 666 -3665438
626 767 7736728
445 54 1485579
352 786 1300160
449 142 1115137
271 328 2799098
539 82 -9017974
917 658 5223690
854 552 4024976
572 215 -500569
996 436 -6783510
38 792 -9301636
377 873 -126283
372 875 5535139
602 741 -6518482
347 26 9678172
79 830 -5804332
613 383 -2664339
142 472 513847
588 703 9426065
175 391 -8637540
926 352 -2840406
605 231 6654219
234 819 -9218218
705 482 -7501119
530 85 -8868710
496 980 116255
815 393 -7387211
534 558 -9776377
118 305 -976467
48 42 -4181190
213 773 -5240087
60 114 -3863032
812 565 -9994989
767 516 5598395
142 36 2555394
624 648 273041
220 466 2923502
742 346 -3790828
118 940 9278488
470 763 -8696549
543 536 1091048
775 712 9070359
424 521 -1015046
534 461 -6994453
809 720 -919259
790 929 9704239
750 22 7010589
540 528 5836647
614 507 3674891
277 639 -9480535
267 470 -7110661
625 1 -1416943
264 967 7768095
929 400 -6099734
349 879 -5463570
898 292 -6705236
534 911 -3039620
99 307 -2453845
659 77 8819687
535 207 9423897
757 753 2169491
74 860 1903462
281 91 2329971
506 890 -2387928
460 975 -4729687
431 459 130032
231 218 -6349719
91 580 -1228400
552 778 6860377
13 199 1354782
603 700 1658882
207 445 -7465043
393 487 -902784
29 1 5788238
832 199 -3924120
373 366 -8741393
357 733 -4547435
680 131 3288814
884 907 3083624
711 4 -7422388
372 843 -6457977
258 785 5669488
218 304 4394482
130 930 9378414
301 121 -1329770
849 414 4040167
732 777 1224535
467 346 3757531
893 85 612949
196 593 -7220648
365 585 -6042940
288 558 1200952
536 396 -1826451
333 16 4501699
23 559 -3784229
859 465 3921426
145 794 9792923
856 509 6106511
440 35 9071047
638 442 3052064
794 356 -2049324
585 942 9341707
747 898 4900744
10 447 9189700
225 568 -2718644
877 214 -5727598
266 842 1952041
614 544 -995079
426 782 -6591617
976 798 4851935
481 554 5719394
739 12 8733515
890 653 -9084363
79 104 -2681748
349 215 3336446
577 665 -4502036
597 733 -5178572
567 698 5507384
315 85 2237915
551 689 1296169
730 121 -2754144
25 641 8713438
205 226 -2710757
656 797 -8888009
269 234 8164466
94 607 4188011
349 304 -8290675
216 843 8642381
425 388 -855983
775 692 5190729
829 680 2633524
383 20 5920622
317 438 2594576
210 284 -7123220
662 741 8178655
44 221 1087488
739 275 -6974970
513 113 7336171
20 264 -4840802
668 796 -2049780
528 198 6513575
672 874 8354745
514 423 9356813
460 325 7610806
300 176 -6031266
749 186 5810782
809 1 9846395
481 757 9145445
504 207 -7332432
353 494 709003
556 929 5208660
655 763 -9457645
967 670 2363202
827 771 7194865
557 901 -7475043
832 780 -6236028
902 651 -3083226
936 709 2511093
213 881 9500660
666 492 -4898810
449 700 -5006614
319 462 8620357
170 404 659768
171 831 -8317766
200 719 -1751399
293 855 -2663071
486 378 1477778
283 207 2731579
484 121 9117617
229 252 9649197
181 725 6546017
45 63 9290501
963 46 1472799
38 822 1534343
617 471 208064
391 641 6969615
238 241 -7205836
801 11 -6900190
281 207 3602547
733 76 5287666
510 268 -2756873
489 773 8875720
702 384 -8933701
222 874 8702858
957 150 5216061
809 911 1610920
710 661 -4915305
942 846 -8355015
623 652 -9536576
736 64 5113720
195 458 194230
880 371 -1869424
313 335 -7748662
334 301 5643664
819 352 -9983693
975 850 6213966
859 710 119832
47 707 -1017580
517 473 6973637
337 547 -2316215
449 802 3169718
177 544 5941991
310 403 720921
24 879 -3951604
574 257 -3923052
954 606 -7225782
514 349 9194676
458 704 2233856
113 291 5652413
623 630 -7536105
910 438 9599797
310 219 8024928
467 747 -4679126
32 913 -2398381
201 324 -229438
478 717 5494041
1000 239 -8136684
620 195 1088958
402 560 3577301
595 491 5475950
886 350 3812600
990 848 -1995058
925 263 6552951
560 33 1843584
125 978 -9784605
615 188 -6218695
105 766 -6175652
502 937 8751958
406 866 -1463008
671 735 4029490
217 500 1801465
103 813 9770071
56 784 2975795
117 688 -5637169
477 30 3612503
616 58 9536225
787 435 3110453
216 622 9131259
271 157 -2135949
419 490 5258933
694 249 4378475
167 591 -3287122
782 29 8759762
981 159 -9939870
761 232 8277165
148 513 553321
787 215 6222127
794 646 -8102132
451 381 -3086620
719 230 7338511
389 332 -7022752
783 526 -1146322
618 776 -6674586
477 84 -9566744
774 784 6254807
268 668 8936687
737 109 2668463
917 229 -4262240
92 488 -2561881
650 212 -5960328
820 919 9699922
61 937 -5918814
642 640 3989414
700 115 -613033
134 223 -8104018
7 448 1085505
182 893 -3188793
136 524 8302089
500 878 8943836
138 907 8866502
915 30 7057297
725 475 2005736
811 291 2852528
404 288 -817647
148 378 2724996
78 42 -4739864
871 901 -7086668
926 590 4097650
631 884 5249813
979 504 174752
552 69 -1288574
886 17 1414882
961 354 -2077976
696 118 1766754
596 115 -5218556
783 256 -1652256
958 680 5474951
361 17 -8684999
701 850 -8084472
340 226 5085251
54 2 5102424
277 119 -1851
124 485 -2798356
742 794 1716992
705 387 3369583
256 393 -8020465
773 854 9925405
857 730 3209904
510 925 1606093
790 82 1352985
994 881 3185283
921 841 224766
487 672 -9628117
110 662 -2662593
235 427 -976340
699 603 -8277243
530 433 4378467
934 833 1754470
942 723 3300315
680 432 210471
978 972 -2473367
292 136 8948170
765 397 -6627978
901 547 -1893801
434 233 -3959202
132 442 1487968
413 45 1336427
767 824 -6603509
148 331 -4773362
73 643 349126
107 983 -1847864
501 816 7492346
262 390 -6155
789 285 -6519394
307 624 4542313
682 139 1616241
732 440 -9171595
863 160 -7942957
438 862 -9699107
935 426 -4973915
362 591 -284149
568 17 988287
943 879 1014824
604 598 -1696970
369 600 -9837658
606 579 3281475
420 157 7951926
146 912 -4123783
814 121 1167151
835 439 -3029125
964 28 9784730
77 233 7370967
103 668 -9183467
2 168 8952221
861 873 -2272632
812 490 4833628
1 825 -3940530
762 944 -1666991
300 673 -2241072
114 702 -1585974
286 400 4280096
737 399 2588319
377 44 -1053008
790 849 -4458445
466 851 -6606830
761 549 -6386362
175 742 -5775639
572 289 8660785
422 555 -8927281
904 96 7595663
405 140 -5413752
18 381 -103310
64 446 6522329
70 135 9488101
407 881 -8965497
243 781 1286298
254 749 -4511194
417 797 3231494
192 669 3048762
742 248 -6327842
893 564 -2358027
14 770 2320447
861 683 -5081886
388 704 -8628718
52 906 8285147
66 221 4495067
789 516 8648060
125 932 -1355226
653 655 -7285687
611 837 -2207147
253 258 -207877
38 871 5899130
730 692 9891698
335 978 5436463
915 824 8405441
54 311 6466481
879 947 -8358434
161 86 5569254
512 941 6265406
61 639 8198966
368 796 2997372
367 750 -2243141
191 967 5492381
19 57 -5228965
368 460 4305557
784 617 -6164028
379 366 6103119
166 32 -8271001
98 93 7980295
400 748 -5132932
4 152 2227050
546 816 2439599
498 172 9493465
35 309 -4259221
133 916 -9736409
280 827 5047382
740 22 9055925
578 289 5323796
649 224 -13322
744 626 9824816
621 186 5112604
872 726 4401306
579 897 -8940577
732 48 313549
349 885 -4928574
749 920 2810810
230 492 -1209817
580 811 6328080
728 435 3101631
656 560 2352047
246 963 -1509968
462 226 -6415181
129 878 -6089692
840 698 -9275632
29 228 -5008912
283 359 4835150
78 567 5354551
291 926 -5285872
3 633 -4062263
249 877 -9521763
321 291 -7940043
884 979 -616208
640 170 -6982221
697 241 6284764
431 209 5454928
885 273 -9800701
400 242 -6734911
82 200 2378838
146 251 -8459263
908 399 8863975
756 881 2060543
55 912 4243946
793 774 -2994709
287 326 682705
920 543 9860206
63 144 -6680036
977 351 -9083957
747 136 611827
2 121 -2869278
938 936 5411699
439 589 -6163146
293 597 2074033
836 831 -662324
258 803 4729352
783 209 -6830234
685 189 -9593539
642 188 7754848
615 313 3977452
552 277 -6500
969 38 1177843
189 105 2997691
850 150 5393958
424 789 8279744
5 121 -5671479
626 995 -8227314
709 413 -8176485
510 337 2096789
839 384 1945122
58 86 -2875382
520 488 2904302
249 999 -7250498
349 134 1483117
950 405 4149369
123 278 -7037194
10 886 1537563
742 962 -9104846
801 314 9184409
602 823 8678313
409 8 -9078192
951 184 -2169959
194 549 1957597
336 806 -7043376
913 602 -280085
162 184 3645193
30 989 -2256220
930 619 -7416978
176 82 -6187536
131 892 -5865292
722 108 6429571
532 577 -601557
516 820 5996824
261 200 -2886413
945 122 8125349
356 966 6889176
724 215 -2919127
548 743 -222942
726 739 9185448
133 676 1958154
389 590 -6599581
260 451 -4104805
934 53 -4738785
343 707 -7293709
936 929 5603406
426 901 -5567401
683 756 -3303461
867 732 -7553040
237 120 -7472371
728 567 5554468
316 929 -4670422
632 480 2448294
229 756 -8492540
285 895 -2525118
229 346 -7747795
93 71 2774303
947 954 7793067
178 243 5325903
116 323 4846052
267 371 -7182580
554 162 8509675
287 516 5513546
431 318 -7121282
667 222 3394335
427 742 7404338
484 517 -836140
221 102 -6563042
403 537 -7296291
144 455 6080652
350 664 -2401636
293 294 9726813
931 741 -7523570
435 95 -6680334
577 898 -742947
863 875 930063
815 74 3146366
531 984 -6319403
105 658 4750154
583 709 -3571662
589 617 618515
533 63 1887083
555 227 6661520
773 990 -803318
723 967 -4397587
356 209 -125742
408 723 1520453
486 30 -3744992
735 496 1119728
186 27 1957380
251 861 -261419
549 728 -6390807
821 660 4279500
924 754 -9091656
482 996 -1856530
200 434 1786622
834 640 -8548791
139 656 1987282
235 120 -1707686
376 267 7418413
515 550 8128554
678 956 -708373
712 968 -3330307
128 867 5210724
145 207 -560754
749 892 1996792
92 519 -965441
132 491 -2596411
113 715 -9412227
961 472 -8521423
643 571 7158420
260 29 6007774
279 65 -8534573
278 388 4426453
483 532 6678885
249 253 6869675
459 356 3068181
1 666 -1394662
697 436 3667029
968 758 -8339095
63 915 8129559
479 44 6578279
371 3 -1292071
369 326 -1114613
839 214 -9447839
353 821 8372615
373 681 -2033518
232 778 5458774
353 198 -7189557
979 662 6388531
930 871 9517060
420 942 5168142
672 675 8080357
517 376 5202809
174 708 7150825
243 474 7561603
563 338 -1948780
292 951 -1887437
224 53 -93437
749 582 -4607343
211 61 -8930141
727 872 9569392
946 962 5973756
260 608 -7255600
810 365 -865730
152 364 2827085
337 437 4448611
368 178 8008689
723 245 -7125586
325 472 2829433
752 216 -3711910
974 961 -2002829
694 668 7258934
93 873 -7499319
40 746 1496845
987 167 8501829
987 837 4828346
446 714 -8990503
16 607 -2421822
644 783 -1969327
214 726 6783190
387 647 -5830725
934 9 -4488094
131 578 8225647
657 796 -5066973
579 850 -2074657
792 583 3075133
744 317 9006485
726 169 5294208
735 417 -2071819
275 424 -4998391
643 583 -8032247
836 763 1966324
901 37 6488909
434 209 -1366818
461 44 8472561
950 434 3485261
473 424 -8401645
932 632 2606015
617 396 4175815
130 497 7828019
350 600 2213001
937 551 362567
351 430 1583205
621 929 9370385
973 965 9250993
1000 146 9815179
378 741 -6931393
879 910 -9177911
970 208 -5667067
34 31 -9715291
614 286 -5521055
309 297 5892851
847 468 -7121515
474 694 4215507
981 672 3742028
7 341 -1007549
55 424 4644346
42 164 738042
405 802 -681834
207 594 2545890
788 763 -3421916
235 795 882327
810 188 -4966709
511 492 393300
890 386 -2594681
292 320 2439745
983 9 -4425058
781 425 1703344
102 679 -4839798
511 197 3910925
348 369 -729851
47 973 3407522
367 431 -25596
33 642 -8867247
505 347 2536294
955 605 -9567384
750 624 -3351183
811 605 7507001
754 477 9589779
852 634 -2862716
995 381 3890584
557 567 -932741
140 495 7347704
863 197 -732025
507 343 -5320884
694 870 -7361638
869 859 -3794109
225 257 -2759226
474 391 6682016
385 275 8393479
41 695 8701244
56 17 -5631144
825 86 -6176193
698 408 1545095
26 187 -2991791
406 422 -6593492
840 979 -2738424
700 398 -1982749
155 733 4963835
761 335 -1389460
264 312 2311994
195 903 -5840198
63 150 -2798258
87 858 2863086
29 607 -5835606
616 440 -4263721
900 283 -8550945
974 15 3124866
970 95 501474
409 854 -106633
910 686 2301360
578 898 6029928
421 105 -2071774
406 447 2906392
457 307 3635314
387 240 9019209
239 827 6081551
409 552 -7881600
546 480 -2449989
555 406 5998564
874 928 -3084424
86 517 6288485
335 223 -6221395
499 24 -454569
411 697 9093569
317 124 -22399
730 27 4779706
651 520 2246524
763 155 5944536
370 148 9899174
65 860 5941174
116 161 7317632
51 853 -8764719
4 292 5297376
429 732 -5464708
326 631 -5710686
881 4 -6702751
533 817 9806359
372 431 -8337689
203 222 -3469884
349 350 -3603246
566 381 7702225
719 850 6989497
770 679 5699671
226 352 -8184975
494 989 1487658
586 658 3230998
921 143 6613682
73 278 2252105
413 116 461846
741 131 2172523
982 198 254898
321 903 6325755
120 58 -5161442
754 640 2183608
131 411 5675830
62 623 -7865161
94 990 468290
418 269 -1480294
390 185 2366528
636 823 9267431
361 500 591293
385 400 7704746
93 624 138293
606 947 1727772
634 957 -6258961
766 21 -1370727
735 755 -8975099
160 272 8752093
709 554 -6072743
847 899 -4723236
816 939 -8171552
231 884 5181683
368 143 8015376
548 933 3209537
854 914 -1683941
156 188 -1906196
790 827 6646237
781 592 771739
51 728 -2778867
343 312 -4323728
838 384 9497863
41 501 8529055
934 775 -322215
794 110 9007038
470 683 8436532
591 742 -9393720
668 863 5289223
973 499 -1150652
534 681 6817699
377 822 5067639
954 926 3034569
610 657 1244513
957 808 649092
648 371 7272173
856 513 -9427195
716 828 -2669287
428 725 -4719155
878 573 -13692
657 601 -4037135
551 869 3980321
812 6 -3788894
316 753 -3016518
214 308 -7627409
952 340 -650027
916 557 -8647396
784 10 5635352
607 681 5952067
903 745 -4635557
663 923 9828796
784 294 8625490
517 150 -8927610
987 831 6205679
471 563 -1395696
628 574 -521025
594 321 6297847
926 253 -1553007
351 402 6507624
86 537 8740544
787 514 5450671
580 421 -7821386
677 78 -36389
288 4 4386688
99 87 -7286811
865 737 -3634254
868 904 -8501884
45 790 5372478
929 742 -9962938
284 615 585199
186 713 -6241483
947 115 755727
885 220 -2878884
162 579 102185
14 920 7987732
91 55 -805537
926 663 9624810
555 469 -7801159
471 703 -9485114
886 986 -5286396
712 586 -1386719
919 217 -2663502
896 594 8205829
695 294 -818415
390 665 -4650763
692 356 3626045
966 635 332123
851 254 -2164204
169 673 -3653615
965 843 2070339
926 268 -4014364
603 921 -4813151
954 697 3541668
950 446 8401364
719 162 682339
314 824 -5145946
392 58 5083350
890 477 -7045043
408 940 -7842030
340 165 -9348391
211 691 -4828315
993 969 9380125
612 701 -7965282
586 784 -8828438
446 596 -6665909
136 885 -5858453
776 206 -6494278
645 791 6069348
18 514 5023487
614 499 -3199785
557 753 78479
835 271 3676121
700 985 -9041134
261 164 -7742193
311 724 -4600150
593 180 8552257
979 710 -1529870
590 403 -2173119
530 224 6718499
119 788 -5535749
384 923 -5449335
372 774 282853
333 727 8119966
869 865 -4338934
215 236 -8982527
320 416 -6093247
90 477 -9084129
377 633 3626900
830 492 -6939442
137 795 7476352
312 917 5085716
265 14 9151510
652 331 2809173
402 511 -9273666
289 721 5595945
512 693 -5199064
510 863 -4473723
903 801 -2816455
360 480 -1915692
402 342 -3502910
327 703 -5519589
575 809 -1032519
116 754 -7791972
990 406 5166118
393 654 9214162
848 652 -5639311
243 756 -2589232
375 137 6020791
707 919 -3726273
112 752 6524176
205 648 3883591
353 552 -6142291
462 828 -7613927
467 905 -1499183
86 130 -723231
858 716 2254774
101 992 -3529837
823 173 5850606
691 8 2055703
266 536 6707898
801 763 -4473844
90 611 3316703
935 360 6684397
190 342 8176241
63 684 1061811
903 287 -1211147
817 58 -2892098
93 340 6982080
393 255 -5344409
112 468 -1672840
252 628 1570002
951 285 6813930
795 875 5454047
256 128 -8255084
720 806 -6599666
217 483 2443699
992 88 -4029875
915 644 -312095
80 191 2760885
941 590 753505
727 980 3196279
44 454 -5716380
533 103 -4801491
594 67 -1798478
273 670 -3244094
236 116 7469465
994 876 9331193
855 433 -1621496
617 975 -8906099
672 230 5945542
406 300 -536902
680 216 -9336512
471 85 -2882533
55 145 -7502236
179 73 6632221
434 256 -7835193
717 237 1611367
490 931 6312596
287 632 7763218
434 153 -8417530
212 463 -5388551
654 17 6010533
543 176 3107473
996 632 -7548248
544 379 -1447287
479 918 9824807
403 736 -9380526
303 905 -3003320
94 845 1644024
820 751 -3694393
162 592 6438759
851 53 -2035103
204 817 4535054
759 400 1522049
490 500 6104001
479 795 -9659208
724 954 7319596
31 664 7890050
619 826 -7671904
175 607 497911
442 105 5831226
320 75 -3893647
191 914 -2539012
455 3 -3089423
522 866 1151651
21 257 8693205
914 520 -2934764
495 383 -2598382
877 235 8782708
407 681 2659462
811 122 1226337
559 808 -3118817
270 692 -2199173
949 801 -7140679
110 265 -296518
677 443 -5202906
24 757 -9966630
931 79 -397035
583 641 9103914
3 620 3534338
625 261 -4078932
513 62 -6535551
694 805 5739358
68 254 8381432
51 481 -3390379
751 333 7933585
571 707 -5394669
677 34 6291096
946 293 9263139
482 512 -8746070
661 413 -5526139
293 599 -4211799
944 79 7940015
280 928 4605797
684 992 -9477883
410 560 -3657338
896 833 -8387068
930 800 6769190
819 774 6387083
466 23 -3475921
75 509 9115173
855 738 -3611763
145 995 -2402107
295 318 -8378773
902 261 7094077
184 501 -5446852
792 878 -3405480
868 381 -8664200
925 968 -5770525
5 97 1992173
607 877 7741391
285 822 1080949
982 225 4938123
343 353 -3258677
387 839 9215833
393 893 -1799528
924 817 -318837
484 735 891213
312 672 -6784210
264 7 -8600120
700 615 1355440
750 499 -909623
671 202 -5609909
452 5 -278243
360 774 2611441
258 74 -435543
803 463 2566816
691 202 1349187
768 503 -1058732
938 417 -5959100
